UserID,Product,n
7,CHRISTMAS  SEASONAL,1
7,CITRUS,7
7,COCOA MIXES,1
7,COFFEE,7
7,COLD AND FLU,2
7,COLD CEREAL,14
7,CONDIMENTS/SAUCES,1
7,CONVENIENT BRKFST/WHLSM SNACKS,36
7,COOKIES/CONES,11
7,CRACKERS/MISC BKD FD,21
7,DELI MEATS,6
7,DELI SUPPLIES,1
7,DIAPERS & DISPOSABLES,7
7,DIETARY AID PRODUCTS,5
7,DINNER MXS:DRY,18
7,DINNER SAUSAGE,1
7,DISHWASH DETERGENTS,6
7,DRIED FRUIT,4
7,DRY BN/VEG/POTATO/RICE,7
7,DRY MIX DESSERTS,13
7,DRY NOODLES/PASTA,5
7,EGGS,6
7,ELECTRICAL SUPPPLIES,1
7,EYE AND EAR CARE PRODUCTS,3
7,FACIAL TISS/DNR NAPKIN,8
7,FALL AND WINTER SEASONAL,1
7,FD WRAPS/BAGS/TRSH BG,4
7,FEMININE HYGIENE,1
7,FILM AND CAMERA PRODUCTS,2
7,FIRST AID PRODUCTS,1
7,FLORAL-FLOWERING PLANTS,1
7,FLOUR & MEALS,3
7,FLUID MILK PRODUCTS,27
7,FROZEN BREAD/DOUGH,1
7,FROZEN MEAT,3
7,FROZEN PIE/DESSERTS,10
7,FROZEN PIZZA,20
7,FRUIT - SHELF STABLE,38
7,FRZN BREAKFAST FOODS,3
7,FRZN FRUITS,3
7,FRZN JCE CONC/DRNKS,6
7,FRZN MEAT/MEAT DINNERS,36
7,FRZN NOVELTIES/WTR ICE,21
7,GRAPES,5
7,GREETING CARDS/WRAP/PARTY SPLY,9
7,HAIR CARE ACCESSORIES,2
7,HAIR CARE PRODUCTS,11
7,HALLOWEEN,2
7,HAND/BODY/FACIAL PRODUCTS,10
7,HEAT/SERVE,3
7,HERBS,1
7,HISPANIC,9
7,HOT CEREAL,10
7,HOT DOGS,5
7,HOUSEHOLD CLEANG NEEDS,8
7,ICE CREAM/MILK/SHERBTS,7
7,INFANT CARE PRODUCTS,4
7,INFANT FORMULA,3
7,INSECTICIDES,1
7,ISOTONIC DRINKS,3
7,LAUNDRY ADDITIVES,3
7,LAUNDRY DETERGENTS,7
7,LUNCHMEAT,10
7,MAGAZINE,9
7,MAKEUP AND TREATMENT,15
7,MARGARINES,5
7,MEAT - MISC,3
7,MEAT - SHELF STABLE,24
7,MILK BY-PRODUCTS,6
7,MISC. DAIRY,29
7,MUSHROOMS,2
7,NEWSPAPER,1
7,NO COMMODITY DESCRIPTION,1
7,NUTS,8
7,ONIONS,2
7,ORAL HYGIENE PRODUCTS,2
7,ORGANICS FRUIT & VEGETABLES,1
7,PACKAGED NATURAL SNACKS,3
7,PAPER HOUSEWARES,10
7,PAPER TOWELS,5
7,PASTA SAUCE,4
7,PEPPERS-ALL,2
7,PIES,3
7,PLASTIC HOUSEWARES,1
7,PNT BTR/JELLY/JAMS,11
7,POPCORN,3
7,PORK,15
7,POTATOES,1
7,PREPARED FOOD,1
7,PROCESSED,3
7,PWDR/CRYSTL DRNK MX,2
7,REFRGRATD DOUGH PRODUCTS,6
7,REFRGRATD JUICES/DRNKS,30
7,ROLLS,2
7,SALAD MIX,11
7,SALADS/DIPS,5
7,SALD DRSNG/SNDWCH SPRD,5
7,SANDWICHES,2
7,SEAFOOD-FRESH,1
7,SEAFOOD - SHELF STABLE,6
7,SEASONAL,1
7,SHORTENING/OIL,3
7,SMOKED MEATS,2
7,SNACK NUTS,1
7,SOAP - LIQUID & BAR,2
7,SOFT DRINKS,22
7,SOUP,33
7,SPICES & EXTRACTS,4
7,STATIONERY & SCHOOL SUPPLIES,3
7,STONE FRUIT,1
7,SUGARS/SWEETNERS,3
7,SUNTAN,1
7,TEAS,9
7,TOMATOES,4
7,TROPICAL FRUIT,28
7,TURKEY,7
7,VALUE ADDED FRUIT,3
7,VALUE ADDED VEGETABLES,4
7,VEGETABLES - ALL OTHERS,5
7,VEGETABLES - SHELF STABLE,50
7,VEGETABLES SALAD,2
7,WAREHOUSE SNACKS,2
7,WATER - CARBONATED/FLVRD DRINK,3
7,YOGURT,24
8,AIR CARE,3
8,ANALGESICS,4
8,APPAREL,1
8,APPLES,7
8,AUDIO/VIDEO PRODUCTS,1
8,BABY HBC,26
8,BACON,3
8,BAG SNACKS,31
8,BAKED BREAD/BUNS/ROLLS,61
8,BAKED SWEET GOODS,9
8,BAKING,1
8,BAKING MIXES,33
8,BAKING NEEDS,23
8,BATH TISSUES,12
8,BATTERIES,4
8,BEANS - CANNED GLASS & MW,11
8,BEEF,40
8,BEERS/ALES,15
8,BERRIES,1
8,BLEACH,6
8,BREAD,3
8,BREAKFAST SAUSAGE/SANDWICHES,15
8,BREAKFAST SWEETS,1
8,BROOMS AND MOPS,5
8,BUTTER,10
8,CAKES,2
8,CANDLES/ACCESSORIES,1
8,CANDY - CHECKLANE,5
8,CANDY - PACKAGED,9
8,CANNED JUICES,25
8,CANNED MILK,3
8,CARROTS,4
8,CHEESE,69
8,CHEESES,9
8,CHICKEN,13
8,CITRUS,1
8,COCOA MIXES,3
8,COFFEE,11
8,COLD AND FLU,3
8,COLD CEREAL,16
8,CONDIMENTS/SAUCES,33
8,CONVENIENT BRKFST/WHLSM SNACKS,6
8,COOKIES,6
8,COOKIES/CONES,9
8,COOKWARE & BAKEWARE,4
8,COSMETIC ACCESSORIES,2
8,COUPON/MISC ITEMS,7
8,CRACKERS/MISC BKD FD,26
8,DELI MEATS,19
8,DEODORANTS,10
8,DIAPERS & DISPOSABLES,12
8,DIETARY AID PRODUCTS,4
8,DINNER MXS:DRY,26
8,DINNER SAUSAGE,13
8,DISHWASH DETERGENTS,10
8,DISPOSIBLE FOILWARE,1
8,DOG FOODS,1
8,DOMESTIC GOODS,1
8,DOMESTIC WINE,5
8,DRY BN/VEG/POTATO/RICE,18
8,DRY MIX DESSERTS,7
8,DRY NOODLES/PASTA,17
8,DRY SAUCES/GRAVY,2
8,EGGS,28
8,ELECTRICAL SUPPPLIES,9
8,FACIAL TISS/DNR NAPKIN,13
8,FAMILY PLANNING,1
8,FD WRAPS/BAGS/TRSH BG,12
8,FEMININE HYGIENE,2
8,FILM AND CAMERA PRODUCTS,1
8,FIRST AID PRODUCTS,2
8,FITNESS&DIET,1
8,FLORAL-FRESH CUT,7
8,FLOUR & MEALS,2
8,FLUID MILK PRODUCTS,46
8,FROZEN BREAD/DOUGH,3
8,FROZEN CHICKEN,1
8,FROZEN MEAT,2
8,FROZEN PIE/DESSERTS,9
8,FROZEN PIZZA,43
8,FRUIT - SHELF STABLE,17
8,FRZN BREAKFAST FOODS,5
8,FRZN MEAT/MEAT DINNERS,83
8,FRZN NOVELTIES/WTR ICE,5
8,FRZN POTATOES,13
8,FRZN VEGETABLE/VEG DSH,22
8,FUEL,2
8,GARDEN CENTER,2
8,GRAPES,3
8,GREETING CARDS/WRAP/PARTY SPLY,10
8,HAIR CARE ACCESSORIES,1
8,HAIR CARE PRODUCTS,16
8,HALLOWEEN,1
8,HAND/BODY/FACIAL PRODUCTS,1
8,HERBS,18
8,HISPANIC,15
8,HOME FREEZING & CANNING SUPPLY,1
8,HOSIERY/SOCKS,2
8,HOT CEREAL,14
8,HOT DOGS,13
8,HOUSEHOLD CLEANG NEEDS,12
8,ICE CREAM/MILK/SHERBTS,18
8,IMPORTED WINE,1
8,INFANT CARE PRODUCTS,8
8,INSECTICIDES,1
8,ISOTONIC DRINKS,10
8,J-HOOKS,1
8,KITCHEN GADGETS,4
8,LAUNDRY ADDITIVES,5
8,LAUNDRY DETERGENTS,12
8,LIQUOR,5
8,LUNCHMEAT,20
8,MAGAZINE,3
8,MAKEUP AND TREATMENT,3
8,MARGARINES,18
8,MEAT - MISC,7
8,MEAT - SHELF STABLE,13
8,MILK BY-PRODUCTS,12
8,MISC WINE,4
8,MISC. DAIRY,15
8,MISCELLANEOUS,1
8,MOLASSES/SYRUP/PANCAKE MIXS,1
8,MUSHROOMS,2
8,NEWSPAPER,2
8,OLIVES,1
8,ONIONS,21
8,ORAL HYGIENE PRODUCTS,6
8,ORGANICS FRUIT & VEGETABLES,3
8,PAPER HOUSEWARES,5
8,PAPER TOWELS,7
8,PARTY TRAYS,1
8,PASTA SAUCE,17
8,PEPPERS-ALL,11
8,PET CARE SUPPLIES,2
8,PICKLE/RELISH/PKLD VEG,4
8,PLASTIC HOUSEWARES,6
8,PNT BTR/JELLY/JAMS,13
8,POPCORN,5
8,PORK,9
8,POTATOES,20
8,PREPARED FOOD,1
8,PROCESSED,4
8,PWDR/CRYSTL DRNK MX,52
8,REFRGRATD DOUGH PRODUCTS,17
8,REFRGRATD JUICES/DRNKS,3
8,ROLLS,4
8,ROSES,4
8,SALAD BAR,22
8,SALAD MIX,11
8,SALADS/DIPS,2
8,SALD DRSNG/SNDWCH SPRD,10
8,SEAFOOD-FRESH,1
8,SEAFOOD - FROZEN,6
8,SEAFOOD - MISC,1
8,SEAFOOD - SHELF STABLE,3
8,SEASONAL,1
8,SHAVING CARE PRODUCTS,5
8,SHORTENING/OIL,14
8,SNACK NUTS,3
8,SOAP - LIQUID & BAR,6
8,SOFT DRINKS,65
8,SOUP,43
8,SPICES & EXTRACTS,20
8,SPRING/SUMMER SEASONAL,1
8,STATIONERY & SCHOOL SUPPLIES,2
8,STONE FRUIT,1
8,SUGARS/SWEETNERS,9
8,TOMATOES,5
8,TOYS AND GAMES,2
8,TROPICAL FRUIT,31
8,UNKNOWN,2
8,VALUE ADDED FRUIT,3
8,VALUE ADDED VEGETABLES,3
8,VEGETABLES - ALL OTHERS,6
8,VEGETABLES - SHELF STABLE,34
8,VITAMINS,4
8,WAREHOUSE SNACKS,13
8,WATER - CARBONATED/FLVRD DRINK,9
8,YOGURT,74
13,AIR CARE,3
13,ANALGESICS,13
13,APPLES,11
13,AUDIO/VIDEO PRODUCTS,2
13,BABY FOODS,48
13,BABY HBC,10
13,BACON,7
13,BAG SNACKS,48
13,BAKED BREAD/BUNS/ROLLS,48
13,BAKED SWEET GOODS,11
13,BAKING MIXES,76
13,BAKING NEEDS,39
13,BATH TISSUES,13
13,BATTERIES,25
13,BEANS - CANNED GLASS & MW,5
13,BEERS/ALES,19
13,BERRIES,2
13,BLEACH,1
13,BOOKSTORE,8
13,BREAKFAST SWEETS,1
13,BROOMS AND MOPS,3
13,CANDY - CHECKLANE,20
13,CANDY - PACKAGED,36
13,CANNED JUICES,63
13,CARROTS,4
13,CAT FOOD,6
13,CHARCOAL AND LIGHTER FLUID,1
13,CHEESE,62
13,CHEESES,13
13,CHRISTMAS  SEASONAL,1
13,COCOA MIXES,3
13,COLD AND FLU,25
13,COLD CEREAL,15
13,CONDIMENTS/SAUCES,20
13,CONVENIENT BRKFST/WHLSM SNACKS,24
13,COOKIES,1
13,COOKIES/CONES,21
13,COOKWARE & BAKEWARE,3
13,COUPON,1
13,COUPON/MISC ITEMS,102
13,CRACKERS/MISC BKD FD,29
13,DELI MEATS,13
13,DEODORANTS,5
13,DIAPERS & DISPOSABLES,48
13,DINNER MXS:DRY,23
13,DINNER SAUSAGE,16
13,DISHWASH DETERGENTS,23
13,DISPOSIBLE FOILWARE,5
13,DOG FOODS,37
13,DRIED FRUIT,2
13,DRY BN/VEG/POTATO/RICE,10
13,DRY MIX DESSERTS,7
13,DRY NOODLES/PASTA,9
13,DRY SAUCES/GRAVY,3
13,EASTER,2
13,EGGS,33
13,ELECTRICAL SUPPPLIES,19
13,FACIAL TISS/DNR NAPKIN,26
13,FALL AND WINTER SEASONAL,2
13,FD WRAPS/BAGS/TRSH BG,17
13,FEMININE HYGIENE,6
13,FILM AND CAMERA PRODUCTS,2
13,FIRST AID PRODUCTS,2
13,FLORAL-FLOWERING PLANTS,1
13,FLORAL-FOLIAGE PLANTS,1
13,FLORAL-FRESH CUT,2
13,FLOUR & MEALS,4
13,FLUID MILK PRODUCTS,131
13,FROZEN BREAD/DOUGH,2
13,FROZEN MEAT,17
13,FROZEN PIE/DESSERTS,6
13,FROZEN PIZZA,47
13,FRUIT - SHELF STABLE,8
13,FRZN BREAKFAST FOODS,12
13,FRZN MEAT/MEAT DINNERS,21
13,FRZN NOVELTIES/WTR ICE,7
13,FRZN POTATOES,23
13,FRZN VEGETABLE/VEG DSH,57
13,GLASSWARE & DINNERWARE,1
13,GRAPES,16
13,GREETING CARDS/WRAP/PARTY SPLY,20
13,HAIR CARE ACCESSORIES,2
13,HAIR CARE PRODUCTS,11
13,HALLOWEEN,2
13,HAND/BODY/FACIAL PRODUCTS,7
13,HARDWARE SUPPLIES,1
13,HEAT/SERVE,4
13,HOSIERY/SOCKS,1
13,HOT CEREAL,3
13,HOT DOGS,15
13,HOUSEHOLD CLEANG NEEDS,22
13,ICE CREAM/MILK/SHERBTS,27
13,IN-STORE PHOTOFINISHING,6
13,INFANT CARE PRODUCTS,10
13,INFANT FORMULA,7
13,INSECTICIDES,1
13,ISOTONIC DRINKS,22
13,J-HOOKS,1
13,KITCHEN GADGETS,1
13,LAUNDRY ADDITIVES,7
13,LAUNDRY DETERGENTS,4
13,LAXATIVES,2
13,LUNCHMEAT,21
13,MAGAZINE,1
13,MAKEUP AND TREATMENT,7
13,MARGARINES,17
13,MEAT - MISC,5
13,MEAT - SHELF STABLE,8
13,MELONS,10
13,MILK BY-PRODUCTS,11
13,MISC WINE,1
13,MISC. DAIRY,3
13,MOLASSES/SYRUP/PANCAKE MIXS,24
13,NEWSPAPER,5
13,ONIONS,6
13,ORAL HYGIENE PRODUCTS,10
13,OVERNIGHT PHOTOFINISHING,6
13,PAPER HOUSEWARES,19
13,PAPER TOWELS,8
13,PASTA SAUCE,5
13,PET CARE SUPPLIES,3
13,PICKLE/RELISH/PKLD VEG,1
13,PLASTIC HOUSEWARES,2
13,PNT BTR/JELLY/JAMS,7
13,POPCORN,7
13,POTATOES,15
13,PROCESSED,1
13,PWDR/CRYSTL DRNK MX,6
13,REFRGRATD DOUGH PRODUCTS,79
13,REFRGRATD JUICES/DRNKS,53
13,SALAD BAR,3
13,SALAD MIX,1
13,SALADS/DIPS,5
13,SALD DRSNG/SNDWCH SPRD,11
13,SEAFOOD - FROZEN,6
13,SEAFOOD - SHELF STABLE,2
13,SHAVING CARE PRODUCTS,4
13,SHORTENING/OIL,7
13,SINUS AND ALLERGY,3
13,SMOKED MEATS,1
13,SNACK NUTS,5
13,SOAP - LIQUID & BAR,17
13,SOFT DRINKS,55
13,SOUP,22
13,SPICES & EXTRACTS,3
13,SPRING/SUMMER SEASONAL,3
13,STATIONERY & SCHOOL SUPPLIES,10
13,SUGARS/SWEETNERS,22
13,SYRUPS/TOPPINGS,4
13,TEAS,11
13,TICKETS,1
13,TOMATOES,1
13,TOYS AND GAMES,7
13,TROPICAL FRUIT,34
13,VALENTINE,2
13,VALUE ADDED FRUIT,2
13,VALUE ADDED VEGETABLES,3
13,VEGETABLES - SHELF STABLE,14
13,VEGETABLES SALAD,1
13,WAREHOUSE SNACKS,6
13,YOGURT,3
16,AIR CARE,1
16,APPLES,3
16,BAG SNACKS,11
16,BAKED BREAD/BUNS/ROLLS,77
16,BAKED SWEET GOODS,4
16,BAKING MIXES,4
16,BAKING NEEDS,1
16,BATH TISSUES,2
16,BEANS - CANNED GLASS & MW,1
16,BEEF,11
16,BEERS/ALES,1
16,BLEACH,1
16,BREAD,2
16,BREAKFAST SWEETS,7
16,BROOMS AND MOPS,1
16,BUTTER,6
16,CAKES,4
16,CANDY - CHECKLANE,13
16,CANDY - PACKAGED,7
16,CANNED JUICES,3
16,CANNED MILK,1
16,CARROTS,3
16,CHEESE,5
16,CHEESES,1
16,CHICKEN,3
16,COFFEE,4
16,COLD CEREAL,17
16,CONDIMENTS/SAUCES,2
16,CONVENIENT BRKFST/WHLSM SNACKS,14
16,COOKIES,1
16,COOKIES/CONES,4
16,COUPON/MISC ITEMS,8
16,CRACKERS/MISC BKD FD,2
16,DELI MEATS,23
16,DEODORANTS,1
16,DINNER MXS:DRY,4
16,DINNER SAUSAGE,2
16,DISHWASH DETERGENTS,1
16,DOG FOODS,5
16,DOMESTIC WINE,1
16,DRIED FRUIT,4
16,DRY BN/VEG/POTATO/RICE,9
16,DRY MIX DESSERTS,1
16,EGGS,3
16,ELECTRICAL SUPPPLIES,2
16,FD WRAPS/BAGS/TRSH BG,2
16,FLUID MILK PRODUCTS,45
16,FROZEN BREAD/DOUGH,1
16,FROZEN PIE/DESSERTS,1
16,FROZEN PIZZA,1
16,FRUIT - SHELF STABLE,1
16,FRZN BREAKFAST FOODS,1
16,FRZN MEAT/MEAT DINNERS,10
16,HEAT/SERVE,6
16,HISPANIC,2
16,HOT CEREAL,1
16,HOT DOGS,7
16,HOUSEHOLD CLEANG NEEDS,2
16,ICE CREAM/MILK/SHERBTS,10
16,IRONING AND CHEMICALS,1
16,KITCHEN GADGETS,3
16,LAUNDRY ADDITIVES,1
16,LAUNDRY DETERGENTS,1
16,LAWN AND GARDEN SHOP,1
16,LAXATIVES,1
16,LUNCHMEAT,3
16,MARGARINES,6
16,MELONS,3
16,MILK BY-PRODUCTS,3
16,MISC. DAIRY,5
16,MOLASSES/SYRUP/PANCAKE MIXS,1
16,NUTS,1
16,OLIVES,2
16,ONIONS,5
16,ORAL HYGIENE PRODUCTS,1
16,ORGANICS FRUIT & VEGETABLES,1
16,PAPER TOWELS,1
16,PICKLE/RELISH/PKLD VEG,2
16,PIES,3
16,PNT BTR/JELLY/JAMS,10
16,POPCORN,3
16,POTATOES,4
16,PROCESSED,1
16,PWDR/CRYSTL DRNK MX,1
16,REFRGRATD JUICES/DRNKS,5
16,ROLLS,2
16,SALAD BAR,2
16,SALAD MIX,2
16,SALADS/DIPS,3
16,SALD DRSNG/SNDWCH SPRD,7
16,SEAFOOD - SHELF STABLE,1
16,SHORTENING/OIL,1
16,SINUS AND ALLERGY,1
16,SMOKED MEATS,1
16,SNACKS,1
16,SOFT DRINKS,5
16,SOUP,1
16,SPICES & EXTRACTS,1
16,SPRING/SUMMER SEASONAL,1
16,SWEET GOODS & SNACKS,4
16,TOMATOES,1
16,TROPICAL FRUIT,4
16,VALUE ADDED FRUIT,3
16,VALUE ADDED VEGETABLES,2
16,VEGETABLES - ALL OTHERS,6
16,VEGETABLES - SHELF STABLE,8
16,VEGETABLES SALAD,2
16,WAREHOUSE SNACKS,12
16,YOGURT,6
17,AIR CARE,2
17,ANTACIDS,5
17,APPLES,16
17,BABY HBC,1
17,BAG SNACKS,38
17,BAKED BREAD/BUNS/ROLLS,33
17,BAKING MIXES,7
17,BAKING NEEDS,12
17,BATH TISSUES,1
17,BEANS - CANNED GLASS & MW,2
17,BEEF,45
17,BERRIES,5
17,BLEACH,9
17,BREAKFAST SAUSAGE/SANDWICHES,11
17,BREAKFAST SWEETS,1
17,BROCCOLI/CAULIFLOWER,1
17,BROOMS AND MOPS,2
17,CANDY - CHECKLANE,1
17,CANDY - PACKAGED,33
17,CANNED JUICES,4
17,CANNED MILK,2
17,CARROTS,8
17,CAT LITTER,1
17,CHEESE,15
17,CHEESES,2
17,CHICKEN,10
17,CIGARETTES,6
17,CITRUS,5
17,COFFEE,11
17,COFFEE FILTERS,5
17,COLD AND FLU,17
17,CONDIMENTS/SAUCES,10
17,COOKIES,1
17,COUPON/MISC ITEMS,43
17,CRACKERS/MISC BKD FD,5
17,DELI MEATS,5
17,DINNER SAUSAGE,19
17,DISHWASH DETERGENTS,5
17,DISPOSIBLE FOILWARE,1
17,DOG FOODS,6
17,DRIED FRUIT,1
17,DRY BN/VEG/POTATO/RICE,4
17,DRY MIX DESSERTS,6
17,DRY NOODLES/PASTA,3
17,EASTER,1
17,EGGS,7
17,ELECTRICAL SUPPPLIES,1
17,EYE AND EAR CARE PRODUCTS,1
17,FACIAL TISS/DNR NAPKIN,4
17,FD WRAPS/BAGS/TRSH BG,9
17,FIRST AID PRODUCTS,5
17,FLOUR & MEALS,1
17,FLUID MILK PRODUCTS,18
17,FROZEN,1
17,FROZEN - BOXED(GROCERY),1
17,FROZEN PIE/DESSERTS,4
17,FROZEN PIZZA,3
17,FRUIT - SHELF STABLE,1
17,FRZN FRUITS,1
17,FRZN ICE,21
17,FRZN MEAT/MEAT DINNERS,1
17,FRZN NOVELTIES/WTR ICE,47
17,FRZN VEGETABLE/VEG DSH,12
17,GRAPES,4
17,GREETING CARDS/WRAP/PARTY SPLY,1
17,HAIR CARE PRODUCTS,1
17,HISPANIC,1
17,HOSIERY/SOCKS,1
17,HOT DOGS,5
17,HOUSEHOLD CLEANG NEEDS,2
17,ICE CREAM/MILK/SHERBTS,1
17,KITCHEN GADGETS,1
17,LAUNDRY DETERGENTS,1
17,LUNCHMEAT,6
17,MAGAZINE,3
17,MARGARINES,20
17,MELONS,1
17,MILK BY-PRODUCTS,40
17,MISC. DAIRY,1
17,MISCELLANEOUS,4
17,NO COMMODITY DESCRIPTION,2
17,OLIVES,1
17,ONIONS,6
17,ORAL HYGIENE PRODUCTS,5
17,ORGANICS FRUIT & VEGETABLES,2
17,PAPER HOUSEWARES,5
17,PAPER TOWELS,7
17,PASTA SAUCE,6
17,PEPPERS-ALL,8
17,PICKLE/RELISH/PKLD VEG,1
17,PORK,9
17,POTATOES,8
17,PROCESSED,1
17,PWDR/CRYSTL DRNK MX,19
17,REFRGRATD DOUGH PRODUCTS,2
17,ROLLS,2
17,SALAD MIX,1
17,SALD DRSNG/SNDWCH SPRD,4
17,SEAFOOD-FRESH,8
17,SEAFOOD - FROZEN,6
17,SEAFOOD - MISC,1
17,SHOE CARE,1
17,SHORTENING/OIL,2
17,SINUS AND ALLERGY,1
17,SMOKED MEATS,16
17,SOFT DRINKS,85
17,SOUP,10
17,SPICES & EXTRACTS,13
17,SPRING/SUMMER SEASONAL,1
17,STONE FRUIT,3
17,SUGARS/SWEETNERS,31
17,TEAS,5
17,TICKETS,6
17,TOBACCO OTHER,2
17,TOMATOES,6
17,TROPICAL FRUIT,15
17,TURKEY,10
17,VEGETABLES - ALL OTHERS,13
17,VEGETABLES - SHELF STABLE,2
17,VEGETABLES SALAD,12
17,WAREHOUSE SNACKS,13
17,WATER - CARBONATED/FLVRD DRINK,29
18,APPLES,5
18,BACON,2
18,BAG SNACKS,79
18,BAKED BREAD/BUNS/ROLLS,108
18,BAKING MIXES,3
18,BAKING NEEDS,9
18,BATH TISSUES,9
18,BATTERIES,3
18,BEANS - CANNED GLASS & MW,42
18,BEEF,24
18,BEERS/ALES,23
18,BERRIES,4
18,BREAD,6
18,BROCCOLI/CAULIFLOWER,10
18,BROOMS AND MOPS,1
18,BUTTER,18
18,CANDY - CHECKLANE,6
18,CANDY - PACKAGED,14
18,CANNED JUICES,13
18,CANNED MILK,3
18,CARROTS,6
18,CHEESE,29
18,CHEESES,50
18,CHICKEN,12
18,CHRISTMAS  SEASONAL,1
18,CITRUS,23
18,COFFEE,21
18,COFFEE FILTERS,2
18,COLD CEREAL,24
